number	array	array	array	number	number	string	string	array	array	string	string	string
302806	"[-1,102]"	"[1,1]"	"[1.1,1.1]"		1	其实说她是女汉子也不为过，洗衣服的时候会把牙膏拿来用；\n切菜的时候通常会把案板也切成好几块；		[1]	[302807]			
302807	"[-1,102]"	"[1,1]"	"[1.1,1.1]"		1	晒衣服的时候会把蜻蜓切的枪、朗基努斯的叉子、鱼肠的鱼叉拿来当晾衣杆，\n但由于剑术高超因此没人敢有怨言...\n（想想上战场前朗基努斯的叉子上还挂着天丛云的胖次，那个场景啊...）		[1]	[302808]			
302808	"[109,102]"	"[1,1]"	"[1.1,1.1]"		-1	话说...那不是天丛云么？拿着菊一文字的枪干嘛？这么急匆匆的...		[1]	[302809]			
302809	"[109,102]"	"[1,1]"	"[1.1,1.1]"		1	「天丛云」\n没火了，就用这个点火吧！		[1]	[302810]			
302810	"[109,102]"	"[1,1]"	"[1.1,1.1]"		0	「菊一文字」\n你这家伙...快把我的枪还给我！百奇大降价，去晚了连包装盒都没有了！		[2]	[0]			
302901	"[-1,123]"	"[1,1]"	"[1.1,1.1]"		1	想知道舍施尔是怎么来的么？		"[1,1,1]"	"[302902,302903,302904]"	捡来的，对不对？	策划君的脑补！	想知道！想知道！
302902	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	快告诉我哪里可以捡到这么可爱的猫猫~		[1]	[302904]			
302903	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	策划君的脑洞可以非常大的哟，千万要小心别被吸进去~		[1]	[302904]			
302904	"[-1,123]"	"[1,1]"	"[1.1,1.1]"		1	如新月般美丽的舍施尔弯刀起源于中亚草原，随游牧民族的四方征战传播到世界各地，\n这也正符合猫的天性：热爱自由、喜欢挑战，		[1]	[302905]			
302905	"[-1,123]"	"[1,1]"	"[1.1,1.1]"		1	舍施尔的刀柄不管是什么样的，刀身总是弯曲的，\n而且舍施尔弯刀的弧度看起来很像猫尾巴啊（舍施尔阿拉伯语是狮子尾巴的意思）~		[1]	[302906]			
302906	"[-1,123]"	"[1,1]"	"[1.1,1.1]"		1	舍施尔弯刀看似锋芒不露，实际上锋利程度还是很强的，劈、砍、划、割都毫不逊色，		[1]	[302907]			
302907	"[-1,123]"	"[1,1]"	"[1.1,1.1]"		1	据说从上到下砍的话可以将人和骑着的马都一起砍成两半...（不知为何想到了手撕鬼子...）\n如此多优秀的特征以至于如今一些部队还在使用这种佩剑。		[1]	[302908]			
302908	"[-1,123]"	"[1,1]"	"[1.1,1.1]"		1	而在这个游戏中将舍施尔设定成了一只可爱的猫猫，\n奇葩的是，这只猫猫并不是直接以猫的形态出现，而是「人类」伪装成「猫」，\n这种别扭的设定也是一大萌点~		[2]	[0]			
303001	"[123,-1]"	"[1,1]"	"[1.1,1.1]"		0	如果舍施尔因为太害羞而躲起来，你会怎么做？		"[1,1,1]"	"[303002,303003,303004]"	「小猫酱，乖，快出来」	放狗狗把舍施尔找出来	用猫粮引诱舍施尔出来
303002	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	小猫酱也是妹子哟，妹子都是需要哄的哟~（晴天君倾情提示！）		[1]	[303005]			
303003	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	狗狗会和舍施尔一起远走高飞吧？？		[1]	[303001]			
303004	"[123,-1]"	"[1,1]"	"[1.1,1.1]"		0	「舍施尔」\n舍施尔才不会吃猫粮呢，baka~		[1]	[303001]			
303005	"[123,-1]"	"[1,1]"	"[1.1,1.1]"		0	舍施尔可是如假包换的猫娘，至于为什么没有尾巴...\n因为露出来会被发现是猫娘而且会容易脏就收起来啦~（原来是这样的理由么？！）		[1]	[303006]			
303006	"[123,-1]"	"[1,1]"	"[1.1,1.1]"		0	尾巴倒是很好藏，耳朵嘛...就只好戴猫耳帽子了~\n这样其实外表看着还是很像普通女孩子的哈~		[1]	[303007]			
303007	"[123,-1]"	"[1,1]"	"[1.1,1.1]"		0	不过笨拙的猫娘喜欢和人类玩，而且经常无意中就变成了猫咪的样子，\n下次如果她不小心变回猫猫的话，一定要掩护她哟！（当然是把猫猫抱起来就跑，全力地跑离现场！）		[1]	[303008]			
303008	"[123,-1]"	"[1,1]"	"[1.1,1.1]"		0	作为特别招待，我就再告诉你一个秘密~你猜对了，当然答题才能知道这个秘密~		[1]	[303009]			
303009	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	下一行将会出现问题！\n舍施尔最喜欢吃的是什么？		"[1,1,1]"	"[303010,303011,303012]"	三日月爱心料理	你亲自做的料理	刚才提到的猫粮
303010	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	那个...恐怕就算是猫猫也不会喜欢吃的吧...		[1]	[303009]			
303011	"[123,-1]"	"[1,1]"	"[1.1,1.1]"		0	恩...味道虽然不能保证，但作为猫娘果然还是最喜欢主人做的料理吧。		[1]	[303013]			
303012	"[123,-1]"	"[1,1]"	"[1.1,1.1]"		0	「舍施尔」\n都说了舍施尔不吃猫粮，bakabakabaka...×N		[1]	[303009]			
303013	"[123,-1]"	"[1,1]"	"[1.1,1.1]"		0	秘密奉上~：\n舍施尔看到鱼之类的海鲜的，智商就会变为0~当然逗猫棒等毛茸茸的东西也可以。		[1]	[303014]			
303014	"[123,-1]"	"[1,1]"	"[1.1,1.1]"		0	于是，舍施尔每次见到我都会先变回猫的形态，然后在地上一次次跳起来扑我...\n我究竟是哪里长的像鱼或者毛茸茸的东西啊？？		[2]	[0]			
303101	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	为什么说他勤劳呢？谁闲的没事干会把冻死的狼成天抱在怀里啊...\n咳咳！其实那只狼是他的宠物（都冻死了还当什么宠物...）\n所以是武器啦~（真想揍你...）		[1]	[303102]			
303102	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	就像这样——「咻~~」的丢出去，然后「咣！！！」的，就掉地上了...（狼：掉地很痛啊喂，待我解冻之日就是本狼丢你之时...）（晴天君：脑补了一下爱撕鸡魔狼丢冻人的场景...）		[1]	[303103]			
303103	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	那么把狼丢出去以后，从哪补充武器弹药呢？那只狼会自己自动回到爱斯基摩人的手上么？\n然而并不能，冻死的狼当然没办法自己移动。		[1]	[303104]			
303104	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	聪明的爱斯基摩人很清楚这一点，于是创造出了一个「移动式冻狼武器库」，方便随时取用武器~		[1]	[303105]			
303105	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	你说你没看见这个武器库？		"[1,1,1]"	"[303106,303106,303106]"	武器库	在哪	里？
303106	"[122,-1]"	"[1,1]"	"[1.1,1.1]"		0	因为隐形了嘛~（晴天君被pia飞~）		[2]	[0]			
303201	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	爱斯基摩人这个小怪的日常是怎么样的呢？\n总的来说是三点：睡觉、钓鱼、冻狼。\n为了有用不完的武器，他要不停的冻狼，既然这么麻烦为什么不换个武器呢？		[1]	[303202]			
303202	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	比如用挂着冻鱼的杆子，或者把冻鱼当飞镖之类的用~\n啊，果然还是扔狼比较顺手啊（哪里顺手了啊喂！）~		[1]	[303203]			
303203	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	上次偷偷去他家看到门口堆了一座冻狼山丘，里面有各种表情、各种动作的冻狼，\n呃...脑补一下今天他扔的是狼儿子，明天扔的没准是狼麻麻、狼蜀黍什么的...		[1]	[303204]			
303204	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	为何感觉冷冷的...？\n喂喂，爱斯基摩人你醒醒啊，我可不是狼！\n不要冻...我...啊.......（晴天君雪糕制作完成~）		[2]	[0]			
303301	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	泰阿剑又名太阿剑，中国十大名剑中排第四名，\n它是一把诸侯威道之剑，它激发出的剑气可以击溃千军万马。		[1]	[303302]			
303302	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	这可是楚国的振国之宝哟，在当时晋国是最强大的，晋君认为自己是最有能力拥有泰阿剑的，\n不甘心让这把剑落到弱小的楚王手里，为了得到这把剑而特意出兵伐楚，		[1]	[303303]			
303303	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	结果被楚王一个拔剑大招，刹那间飞沙走石、昏天黑地，剑气如同猛兽一般咆哮着席卷晋国兵马，\n晋国全军就趴下了...（难道泰阿剑内部藏着炮弹，堪比原子弹的威力？当然是假的~）		[1]	[303304]			
303304	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	晴天君历史课开始啦，想要提示历史成绩就来回答问题~\n泰阿剑的初代主人是谁？		"[1,1,1]"	"[303305,303306,303307]"	晋君	楚王	秦始皇
303305	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	残念...答错了，返回仔细查看答案吧~		[1]	[303304]			
303306	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	答对了~		[1]	[303308]			
303307	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	秦始皇只是个喜欢收藏名叫「兵马俑」的手办狂魔吧？？		[1]	[303304]			
303308	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	泰阿剑如此之大的威力用什么代表比较合适呢？\n为了展现太阿的威力和帅气，于是就把太阿设定为机甲娘，		[1]	[303309]			
303309	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	当太阿展开身上的机甲炮并充满自信地高呼「开火」时，\n你会不会想到当时的楚王站在城头举着泰阿剑俯视敌军而临危不惧的画面呢？		[2]	[0]			
303401	"[111,-1]"	"[1,1]"	"[1.1,1.1]"		0	（晴天君今天的说话方式有点不对劲啊，要怎么办？）		"[1,1,1]"	"[303402,303403,303404]"	这绝对是假冒的，打！	晴天君被威逼利诱了！	是不是被洗脑了啊？？
303402	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	虐待宠物可是重罪啊喂！（你丫谁的宠物啊喂！）		[1]	[303401]			
303403	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	嘛...和威逼利诱也差不多吧~		[1]	[303405]			
303404	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	晴天君没有大脑！重头再来~		[1]	[303401]			
303405	"[111,-1]"	"[1,1]"	"[1.1,1.1]"		0	为什么我今天说话是这个样子呢！因为要贴合太阿的性格！体现太阿的元气与活力！（其实是被发现我在八卦杀器，所以被请求多说她几句好话...）		[1]	[303406]			
303406	"[111,-1]"	"[1,1]"	"[1.1,1.1]"		0	平时太阿是不穿机甲的，魅力自然丝毫不逊色其他杀器，\n身着机甲的太阿就是战场上最耀眼的星星，拥有超高输出的她将会带领杀器们走向胜利！		[1]	[303407]			
303407	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	「晴天君」\n我可没少说太阿的好话啊，这犒劳可不能少哟~\n（晴天君竖着大拇指看向远处树后躲着的太阿...）		[1]	[303408]			
303408	"[111,-1]"	"[1,1]"	"[1.1,1.1]"		0	「太阿」\n好的！三日月料理要多少有多少！我现在就让她去做~秋豆麻袋~\n（晴天君有大拇指么？？我该不会是发现新大陆了吧？！）		[1]	[303409]			
303409	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	「晴天君」\n寨建（再见）！别说我认识你...\n（犒劳居然是三日月料理啊，居然是三日月料理啊...呜呜~）		[2]	[0]			
303501	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	别看太阿平日乐观开朗，战场上也是威风十足，\n但其实太阿是个大力的白痴，质量超强的衣服才能经得起太阿的破坏，总是在不经意间衣服就变成了一条条碎布，		[1]	[303502]			
303502	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	比如一个高抬腿裤子就变成了两条只有单腿的裤子，一个翻身衣服就被撕成形状不规则的抹布...\n上战场穿机甲也是因为这样战斗服不会轻易变得破破烂烂~		[1]	[303503]			
303503	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	那么问题来了~\n以下哪种衣服适合太阿在午睡的时候穿？		"[1,1,1]"	"[303504,303505,303506]"	刀枪不入·黄金甲	粉嫩嫩的普通睡衣	威风霸气的战斗服
303504	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	午睡时的太阿也是很危险的哟，不过为了保护自身果然还是黄金甲比较合适~（这是什么奇葩设定？）		[1]	[303507]			
303505	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	太阿才不会穿这样的衣服呢，你这baka~重新选择吧~		[1]	[303503]			
303506	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		-1	只是午睡而已，穿什么战斗服啊，真是的...		[1]	[303507]			
303507	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		-1	啊，太阿~刚出门回来么？衣服又破了啊，这边这个家伙说可以借你衣服穿哟！\n（晴天君向你使眼色：快去把你的外衣借她穿啊，这可是增加好感度的好机会！）		[1]	[303508]			
303508	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	「太阿」\n你这家伙...是不是又在说我的八卦？有没有夸我啊？（凑到晴天君身边）		[1]	[303509]			
303509	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		-1	「晴天君」\n当然~~~没有...比起这个，倒不如先整理一下你的衣服...（喷鼻血...）		[1]	[303510]			
303510	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		1	「太阿」\n喂，你，快把衣服...借我穿，我会洗好还你的...（太阿不好意思的看着你）		[1]	[303511]			
303511	"[-1,111]"	"[1,1]"	"[1.1,1.1]"		-1	「晴天君」\n哦呵呵~但愿还回来的时候不是一坨坨碎布...(小声说...)		[2]	[0]			
303601	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		-1	.........\n......................\n好，今天的内容到此结束，感谢捧场~散了吧，散了吧，白白~		[1]	[303602]			
303602	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		-1	呃...于是吐槽别人很带感的晴天君一时不知道该如何吐槽自己了...\n啊啊，那么我们这次的吐槽改成新颖的一问一答模式吧！（真是搬柯基砸自己的脚...）（柯基君：怪我咯？）\n话不多说，「晴天访谈」现在开始~		"[1,1,1]"	"[303603,303604,303606]"	想知道晴天君的内部结构	晴天君是男还是女？	下一页
303603	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		-1	晴天君只有脑袋圆圆的部分是实体，下半身其实什么都没有，就像裙子一样~\n至于那个圆圆的是什么？棒棒糖？纸团？\n呃...要是乒乓球的话岂不是在说晴天君的脑子很空？		[1]	[303602]			
303604	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		-1	很多人看我的外表认为我是女孩子，当然我可以理解嘛，粉嫩嫩的，还有可爱的大眼睛~\n但是...晴天娃娃怎么会有性别之分的嘛，\n这个问题还真是搬柯基砸晴天君的脚啊~（柯基君：又怪我咯？）		[1]	[303602]			
303605	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		-1	可以说是出城就附加了吐槽技能，之后的技能升级经过了多方面的修炼到了现在的水平，\n说到吐槽的水平当然远远不及三大审判者~\n呆毛带胶布！吐槽也是越练越擅长的嘛~（岂不是越靠后的越会被吐槽的很惨？）		[1]	[303606]			
303606	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		-1	...这里是第二页。		"[1,1,1]"	"[303605,303602,303607]"	晴天君为什么会吐槽？	上一页	不问了
303607	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		-1	哦？就问这么多么？有没有充分的了解我啊？？是不是被晴天君独特的魅力给吸引住了呀？		[2]	[0]			
303701	"[107,-1]"	"[1,1]"	"[1.1,1.1]"		0	棠溪是中国九大宝剑之首，可以削铁如泥，还具有强、硬、弹、韧四大特点。\n另外棠溪还是一个地名，棠溪得天独厚的自然条件孕育出了中国九大宝剑。		[1]	[303702]			
303702	"[107,-1]"	"[1,1]"	"[1.1,1.1]"		0	快来接受考验吧！不好好看内容的孩子可是绝对、绝对答不上来这道题的哟！\n棠溪宝剑具有哪四大特点？		"[1,1,1]"	"[303703,303703,303703]"	强，韧，硬，弹	强，硬，弹，韧	强，弹，韧，硬
303703	"[107,-1]"	"[1,1]"	"[1.1,1.1]"		0	喂，不要闹了好嘛！\n这不管怎么看都是完全一样的选择吧！只是变了顺序吧喂！\n既然变顺序为什么「强」字一直排第一啊喂！（晴天君：你管我~）		[1]	[303704]			
303704	"[107,-1]"	"[1,1]"	"[1.1,1.1]"		0	然而历史上棠溪因为战乱被唐宪宗发兵平定中原战乱时夷为平地，\n制作棠溪宝剑的工匠也被斩尽杀绝，「十里棠溪十里城」就这么随便的被毁掉了...\n棠溪宝剑的制作方法长期失传，直到后来得以重见天日。		[1]	[303705]			
303705	"[107,-1]"	"[1,1]"	"[1.1,1.1]"		0	因此这里棠溪的设定是她的家园被毁，幸存的棠溪背负着灭族的仇恨踏上了征程...\n目标不仅要复仇，还要带回自己的姐妹们.......\n现在的棠溪虽然表面上看着很平静，毫不在意的样子，但果然还是对那一天耿耿于怀吧...		[1]	[303706]			
303706	"[107,-1]"	"[1,1]"	"[1.1,1.1]"		0	棠溪需要的并不是怜悯，而是有你的陪伴在她身边的话，她会变得更坚强。		[2]	[0]			
303801	"[-1,121]"	"[1,1]"	"[1.1,1.1]"		1	或许是因为羡慕才会喜欢雪山怪人~被一群女孩子抱起来摸什么的~（别做梦了，你这毫无毛发的光头...）		[1]	[303802]			
303802	"[-1,121]"	"[1,1]"	"[1.1,1.1]"		1	如果你认为雪山怪人的上身是上面那个白白的、下身是下面毛茸茸的那一坨那就大错特错了，		[1]	[303803]			
303803	"[-1,121]"	"[1,1]"	"[1.1,1.1]"		1	仔细看上面白白的部分，那是大白熊帽子，下面毛茸茸的身体，像不像一个三角饭团？		"[1,1,1]"	"[303804,303804,303804]"	像	不像	像还是不像呢？
303804	"[-1,121]"	"[1,1]"	"[1.1,1.1]"		1	所以雪山怪人就是三角饭团上戴着个大白熊帽子~！移动的三角饭团哎，哇，好想吃~！		[1]	[303805]			
303805	"[-1,121]"	"[1,1]"	"[1.1,1.1]"		1	因为每次都有人把那个帽子当成是雪山怪人的头，\n帽子被打掉了还以为是雪山怪人的头被打掉了（呜哇！好可怕...），\n于是这次就特别追加了科普~		[2]	[0]			
303901	"[105,-1]"	"[1,1]"	"[1.1,1.1]"		0	别看雪山怪人毛茸茸的还挺可爱，要是有陌生人去摸它的话它立马就会发飙，\n呜哇呜哇的吼叫，还会拿棒槌把陌生人赶跑。		[1]	[303902]			
303902	"[105,-1]"	"[1,1]"	"[1.1,1.1]"		0	等陌生人跑远了还会拿雪球砸，直到陌生人消失在它的视野范围内（据说雪山怪人还是个远视眼...）。		[1]	[303903]			
303903	"[105,-1]"	"[1,1]"	"[1.1,1.1]"		0	真是不轻易罢休的小怪啊，话说...这一点是不是跟蜻蜓切很像？？		[1]	[303904]			
303904	"[105,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊？我为什么会知道的这么清楚呢？\n因为我去惹雪山怪人君了？\n不是......我跟它关系好的很呢~		[1]	[303905]			
303905	"[105,-1]"	"[1,1]"	"[1.1,1.1]"		0	我是......被它无意中当雪球丢出去的那个......\n（因为雪山怪人是个远！视！眼！）\n免费的短程飞行之旅我可不想再享受一次了......		[2]	[0]			
304001	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	某成员B为晴天君设计了这么可爱的形象在此先感谢啦~\n晴天君的大眼睛有没有觉得很眼熟？\n想想是不是在哪里见到过？		[1]	[304002]			
304002	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	跟晴天君相似的大眼睛在哪里见到过？		"[1,1,1]"	"[304003,304004,304005]"	编年史	爱恋度	不知道
304003	"[-1,105]"	"[1,1]"	"[1.1,1.1]"		1	这不是晴天君所在的地方么？？答错了哟~		[1]	[304002]			
