number	number	number	string	string	number	array2
20160320	201603	20	20160320今天要认认真真的八卦爱斯基摩人了，上次只是个失误，啊哈哈...（都怪那只狼抢走了爱斯基摩人的风头~所以这不是晴天君的错~）	    （爱斯基摩人：冻住了！新武器、周边入手！）（科学怪人：化了以后会不会变成新实验品呢？这次给谁喝好呢？）（三日月：稀有食材入手。）（晴天君：我不能挂！我还肩负着吐槽你们的使命...！）	303301	"[[10005,60]]"
20160321	201603	21	20160321啊，美丽的机甲娘，像黑暗中的光芒一样，指引我们的前进方向~这就是女神啊，这就是今天的话题！就让我们来了解一下正义的勇者、刚柔并济的化身——机甲娘太阿！（慷慨激昂~）	    今天的八卦到此结束了，哼哼，怎么会轻易放过太阿呢，下次再见面就告诉你太阿的八卦~	303401	"[[10005,60]]"
20160322	201603	22	20160322上次有太阿在，所以没怎么聊她的八卦（其实更多的是对上次的犒劳耿耿于怀...），那么这次，我就偷偷的告诉你~	    怪力妹子有什么好处呢？当你逞强要把一重物搬起来却失败时，她可以出面帮你打圆场...？？是这样的么？怎么感觉...好像更糗了...	303501	"[[10005,60]]"
20160323	201603	23	20160323郑重其事的告诉你，今天可是晴天君吐槽自己的日子！一辈子大概也许只有这一天！（在吐槽过众人之后，晴天君终于开启了自黑模式...）	    看来晴天君吐槽自己也是很顺利的嘛，接下来晴天君依然会认真的吐槽爱瑞巴地（那是谁？！），下一个吐槽的会是谁呢？敬请期待~	303601	"[[10005,60]]"
20160324	201603	24	20160324说到棠溪，就不得不为她的身世感到惋惜却又佩服她的顽强，为什么这么说呢？好吧，今天的内容就让我来告诉你棠溪的身世吧。	    严肃归严肃，棠溪的八卦可是不能少的~不放过任何一个杀器、小怪的八卦，就是我伟大的晴天君的职责~	303701	"[[10005,60]]"
20160325	201603	25	20160325小怪里面晴天君最喜欢的就是毛茸茸的雪山怪人，没有之一！毛茸茸的就好想抱起来摸一摸~啊，好想变成雪山怪人那样毛茸茸的啊，要是真的变成那样，晴天君会更受欢迎的吧~	    偷偷告诉你，其实雪山怪人的本体是头上那个大白熊帽子，大白熊负责指挥底下的身体进行移动、攻击等，从某种意义上来说，这也是兵器和兵使的关系（别误导啊！以上内容纯属脑补~）？下次要认准了哟！	303801	"[[10005,60]]"
20160326	201603	26	20160326上次聊的是雪山怪人的科普，感觉不过瘾，对吧？我也这么觉得~那么这次就聊聊可爱的雪山怪人的八卦~绝对有趣~	    嘿，我说...你在干什么？？...你怎么专门去惹雪山怪人啊，呜哇，又被当雪球了！要被丢粗去了、要被丢粗去了！啊啊...我~还~不~想~shǐ~	303901	"[[10005,60]]"
20160327	201603	27	20160327某成员B也是个妹子~工作组妹子可是很多的哟！各种类型的都有，性感的、可爱的，姐姐型、萌妹型，知书达理型、贤惠人妻型......想相亲的话欢迎拨打电话...唔唔...唔！（嘴被捂住）	    悄悄告诉你某成员B喜欢的汉子类型是：身高180m以上，五官端正而且炒鸡帅，进可攻退可受，还要有狐狸耳朵，符合以上条件的人快来把她娶回家生一窝小狐狸啊~（根本没有符合条件的好吧！180m真的是够了...）	304001	"[[10005,60]]"
20160328	201603	28	20160328唔啊啊！真是受不了了，今天务必让我吐槽一下棠溪那个hentai宅！纳尼？！你居然还不知道棠溪那家伙的真面目？？哼哼，推倒她你就会一清二楚~不过在此之前我先给你透露一下她的本性吧~啊哈哈哈哈哈哈......	    结果本来是想吐槽棠溪反倒变成了晴天君暴露自己的秘密......那么这样好了，我告诉你棠溪的绰号，你把刚才的忘掉，怎么样？其实啊，棠溪的绰号是——糖稀！！（这个大家早就都知道啦！）	304101	"[[10005,60]]"
20160329	201603	29	20160329小鱼丸~小鱼丸~快来让我好好的吐槽你一下......(ˉ﹃ˉ)一抹多什么的赛高啊~音柔体软易推倒（PS：禁止推亲妹！表妹也不可以！）~要是晴天君也是女孩子就好了啊~啊啊啊~我的一颗少女心要觉醒了啊~	    感觉这次的吐槽力度不够大？呀~没想到你的趣味也是怪内啥的哈......那么等我采集够可以吐槽的素材之后再接着报导~正好小鱼丸就在离这不远的地方，晴天君的跟踪模式，ON！！	304201	"[[10005,60]]"
20160330	201603	30	20160330今天要吐槽的是全民公敌菊一文字！太可恨了！那个狂吃甜点不胖的家伙......让人生气的不仅仅是这一点，她对百奇的热情也是很可恨的，想知道为什么？这怎么能轻易的告诉你呢？对吧~	    只要有百奇，菊一文字就有十足的干劲去做任何事，所以想推倒她就要先从买百奇给她开始~但是切记不要过量！菊一文字吃百奇可是越吃越兴奋、越吃越上瘾的，小心她把你吃穷~	304301	"[[10005,60]]"
20160331	201603	31	20160331今天是个非常特别的日子，因为今天要吐槽的人物是个可爱的男、孩、子~不过在此之前先让你猜猜这个男孩子是谁~提示一：男孩子。提示二：不是女孩子。	    有趣么？哼哼，也不看看是谁的杰作~对，就是我晴天君给莫邪指了一条光明之路~（被暴打中......）现在莫邪自残只是为了割掉身上的死皮而已~（才不是！）好孩子不要学习哟~	304401	"[[10005,60]]"
20160401	201604	1	20160401前不久刚讲过莫邪的小时候，那么这次就一定要讲讲干将的小时候！说到干将晴天君就心跳不已啊~那时候晴天君和干将携手不知道征服了多少条街，不少女性都主动献上贡品（其实是老奶奶给小孩子糖果、零食）......	    于是晴天君在干将心里的地位变成的第二名......（你什么时候在干将心里过......）虽然不甘心，但是看着两个小家伙能在一起搞基（才不是！），晴天君就心甘情愿让位~	304501	"[[10005,60]]"
20160402	201604	2	20160402嘿，快看我~就是旁边的眼睛闪亮亮的晴天娃娃（大眼睛kira kira的看着你~），我就是制作组安排在这里卖萌的晴天君！	    就是这么一回事~通过答题就可以解锁今天的趣闻，答错了还可以重新来过。每天都会有一些新鲜事和好玩的（附，带，吐，槽，的）八卦，期待以后还能和你见面~！	300101	"[[10005,60]]"
20160403	201604	3	20160403今天，我就来告诉你「融灵术」是个什么样的东西吧。啊呀，不要露出这么不屑的神情嘛，当然不是什么长篇大论，而且也不会枯燥乏味，在讲解的同时还随机附送晴天君的吐槽哟~	    提前告诉你，明天要聊的内容是杀器的八卦哟(其实是后天)，如果当天不及时看的话可就没有机会看到了哟~	300201	"[[10005,60]]"
20160404	201604	4	20160404小怪之多，无奇不有。下面就是聊聊呆萌的小混混的八卦时间~（小混混：人家才不呆萌！你别搞错了啊混蛋！你这家伙说话可要小心点儿~我上面可是有大哥罩着呢！）	    喂~那边的小混混，你的假发掉了~快去捡啊~（又一个如晴天君般有光头的人了，捏嘿嘿~）等下...等等等...！假发飞过来了！假发又飞过去了！这假发难道是可操控的？？我貌似发现了什么特大秘密...？	300301	"[[10005,60]]"
20160405	201604	5	20160405晴天君认为三日月是最棒的杀器之一！无论是设定还是成品。为什么这么说呢？想知道的话就去戳「查看详情」吧~	    说了这么多好听的话，那么我们明天就来挖掘一下三日月的八卦吧，前排兜售三日月八卦~记得搬好小板凳、带上爆米花来看戏哟~	300401	"[[10005,60]]"
20160406	201604	6	20160406今天我们来聊聊三日月的八卦吧~呃...其实每次看到三日月总是想读作「三明」（三日月这个名字看多了果然是会错以为自己的眼睛散光到一定程度了吧！），三明小朋友，快来接受晴天君的吐槽八卦吧！	    啊啊，就说这么多，那么拥有三日月的你，请多照顾那个情商白痴啦~	300501	"[[10005,60]]"
20160407	201604	7	20160407三明这个可爱的妹子还真是想让人多吐槽一些啊，今天我来给你讲讲她的爱心料理吧！不想听？嘛，这可是了解三日月的机会啊，推倒三日月，从了解三日月料理做起！	    害怕了？被妹子的黑暗料理吓到怎么可以，所以...这个三日月亲自做的消暑又营养的「多种蔬菜混合雪糕榴莲汤」还是你帮我喝掉吧！白白下次见~~~	300601	"[[10005,60]]"
20160408	201604	8	20160408之前讲完了「融灵术」的来历，那么今天接着讲「融灵术的发展」~你猜融灵术后来怎么样了？不想猜？还是猜猜吧~	    据说每届制霸比赛的人都可以得到一个如花似玉的姑娘~还听说那个谁谁谁家里已经攒了好几个姑娘了~（只是奖杯而已吧......）	300701	"[[10005,60]]"
20160409	201604	9	20160409对线团怪有兴趣？那今天就说说它的八卦吧~内容就是线团怪的日常生活~	    哎？你的手机没电了？那边有一只刚充好电的线团怪，快把它抓过来用~切记平时不要随便使用线团怪哟，它的发出的电力还是不可小觑的~而且如果被发现的话，朗基努斯就会给你做一个全新、超炫的发型~	300801	"[[10005,60]]"
20160410	201604	10	20160410啊啊，你注意到咎瓦尤斯的技能除了补血还有攻击的啊，那么我们就来说说为什么会这样吧~	    被这个萌妹子的开大招状态吓到了？平时的咎瓦尤斯是不具有攻击性的，安心安心~（小声说：除了刚睡醒的时候~）想知道咎瓦尤斯的八卦么？明天记得来哟~	300901	"[[10005,60]]"
20160411	201604	11	20160411说起来咎瓦尤斯就有些犯困啊...呵啊...那么今天咎瓦尤斯八卦就不讲了，让我睡个觉~（猛戳「查看详情」叫晴天君起床~）	    哎？咎瓦尤斯睡着了么？快去叫醒她~呃？好像有点不对劲？忘了说咎瓦尤斯偶尔有起床气，啊啊，居然拿着枕头追着你啊，你快点逃~	301001	"[[10005,60]]"
20160412	201604	12	20160412你知道锻神所是什么么？正如字面意思，是锻造所谓的兵奴的场所，然而这并不是什么圣地，而是利用融灵术实现某些人的野心的地方，今天我就来为你讲解锻神所和兵奴的事情.......	    所以不要因为一群妹子打过来就不忍心下手啊，兵奴可是很强的！不过遇到的是杀器的话当然要收服咯~然后可以开后宫、做些羞羞的事情，之类的~（这句划掉！）	301101	"[[10005,60]]"
20160413	201604	13	20160413千万不要跟我提那个科学怪人...想到他就有阴影...但是肩负着吐槽使命的晴天君是不会轻易被打败的！所以我还是认真说科学怪人的坏话，啊不，认真吐槽科学怪人吧（科学怪人，接受我的吐槽吧，啊哈哈~）！	    感觉...以后的八卦要换别人来吐槽了...呆毛打妹！晴天君还能再战300回合！呕...我、我，我还会继续吐槽的~！	301201	"[[10005,60]]"
20160414	201604	14	20160414下面来讲讲霸气的（假小子）朗基努斯的来历吧~（为何要特意加上假小子？！）	    据说失去朗基努斯的人会发生一些状况哟，所以...快去推倒朗基努斯啊，不过要小心被她散发出的电力电到哟~	301301	"[[10005,60]]"
20160415	201604	15	20160415说到朗基努斯啊，啊哈哈哈哈哈...就要...哈哈哈...先说说她的...发型啊哈哈哈哈哈...想起来就好想笑...哈哈哈...止不住笑了怎么办？啊啊哈哈...	    呜哇！朗基努斯冲过来了！！快掩护我啊，不然我这个可爱的晴天娃娃就要变成黑乎乎的黑炭娃娃了...呜呜呜...我可不想变身啊~我还肩负着八卦的重要任务啊~	301401	"[[10005,60]]"
20160416	201604	16	20160416关于朗基努斯我还有一些她的秘密要告诉你，你可要保密啊，这次可不能再被朗基努斯发现了...呃，保险起见，你还是先发个毒誓吧~	    呃...怎么...突然感受到一股杀气呢...？还有麻麻的感觉...？？呜呜哇啊啊啊...（晴天君被雷击hp降至0，并附带麻痹效果...）	301501	"[[10005,60]]"
20160417	201604	17	20160417今天要讲解的内容是萌萌哒杀器，呆毛，不要着急~在说到杀器之前还要说到兵奴战争...	    据说集齐99位杀器可以召唤第100位史上最强的杀器，颜值和身材都是其他杀器无可比拟的哟~心动了么？激动了么？那就快踏上征服99位杀器的旅途吧！	301601	"[[10005,60]]"
